database_name,query,difficulty,uuid,query_short,query_business,query_technical
sakila,"Показать последние 20 клиентских платежей на сумму больше 9.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав их от новых к старым.",easy,4700c4c6-8291-4c71-ad76-9b2e5f0f38a4,"Скрипт для поиска последних 20 клиентских платежей на сумму больше 9.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортированных от новых к старым.","Скрипт для поиска последних 20 клиентских платежей на сумму выше 9.00 с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных от новых к старым.","Скрипт для формирования списка последних 20 клиентских платежей с суммой более 9.00, включая идентификатор платежа, идентификатор клиента, сумму и дату платежа, отсортированных по дате от новых к старым."
sakila,"Показать 20 самых крупных платежей клиентов с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав по сумме по убыванию",easy,7dd87e0e-1a56-4abc-855d-dc7f5dc78799,"Скрипт для поиска 20 самых крупных платежей клиентов с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных по сумме по убыванию","Скрипт для поиска 20 крупнейших платежей клиентов с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных по сумме по убыванию","Скрипт для поиска 20 крупнейших платежей клиентов с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, упорядоченных по сумме по убыванию"
sakila,"Показать 10 самых крупных платежей клиентов за июнь 2005 года с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по сумме по убыванию.",easy,c44e6641-c6a1-48ce-9032-2f72be70c8cf,"Скрипт для поиска 10 крупнейших платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме по убыванию.","Скрипт для поиска 10 крупнейших платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме по убыванию.","Скрипт для поиска 10 самых крупных платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме в порядке убывания."
sakila,"Показать 20 последних платежей клиентов на сумму более 9.00, отсортировав их по дате платежа от новых к старым.",easy,b61a4220-719a-48a6-bf52-a9901f2656e4,"Скрипт для поиска 20 последних платежей клиентов на сумму более 9.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей клиентов на сумму более 9.00, отсортированных по дате платежа от новых к старым.","Поиск 20 последних платежей клиентов с суммой более 9.00, отсортированных по дате платежа от новых к старым."
sakila,"Показать 20 последних платежей на сумму больше 8.00, отсортированных по дате платежа от новых к старым.",easy,413d8fd6-2cee-49af-bbf4-93718769afc4,"Скрипт для поиска 20 последних платежей на сумму больше 8.00, отсортированных по дате платежа от новых к старым.","Скрипт для поиска 20 последних платежей с суммой больше 8.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей с суммой больше 8.00, отсортированных по дате платежа по убыванию от более новых к более старым."
sakila,"Показать 10 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав их от самых новых к старым.",easy,57e8f8b0-5e44-4b94-b804-51b13e5bae76,"Скрипт для поиска 10 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортированных от самых новых к старым.","Скрипт для поиска 10 последних платежей клиентов на сумму более 8.00 с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных от самых новых к самым старым.","Скрипт для поиска 10 последних платежей клиентов с суммой больше 8.00, с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных по дате платежа от самых новых к самым старым."
sakila,"Показать 20 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по дате платежа от новых к старым.",easy,1dcf38a1-a9a8-4a3b-94ee-0166b8be43f9,"Скрипт для поиска 20 последних платежей клиентов на сумму больше 8.00 с указанием идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для поиска 20 последних платежей клиентов на сумму свыше 8.00 с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для отбора 20 последних платежей клиентов с суммой больше 8.00, с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, упорядоченных по дате платежа от новых к старым."
sakila,"Показать последние 20 платежей клиентов на сумму больше 9.00, отсортировав их по дате платежа от новых к старым.",easy,9db62415-30eb-4b68-93cc-7a4797b234c6,"Скрипт для поиска последних 20 платежей клиентов с суммой больше 9.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка последних 20 платежей клиентов с суммой более 9.00, отсортированных по дате платежа от новых к старым.","Поиск последних 20 платежей клиентов с суммой больше 9.00, отсортированных по дате платежа от новых к старым."
sakila,"Показать 20 самых крупных платежей клиентов с суммой выше 8.00, отсортировав их по сумме убывания для первичной проверки подозрительно крупных транзакций.",easy,04cf2729-c2b0-4a31-bf0c-2237950d7c22,"Скрипт для поиска 20 самых крупных платежей клиентов с суммой выше 8.00, отсортированных по сумме по убыванию.",Скрипт для отбора 20 крупнейших платежей клиентов с суммой выше 8.00 и их сортировки по убыванию суммы для первичной проверки подозрительно крупных транзакций.,Поиск 20 крупнейших платежей клиентов с фильтрацией по сумме больше 8.00 и сортировкой по сумме по убыванию для первичной проверки подозрительно крупных транзакций.
sakila,"Показать 20 последних платежей клиентов на сумму больше 8 долларов с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по дате платежа от новых к старым.",easy,788c0598-c9ec-43b2-8cc9-e78fccb7641c,"Скрипт для поиска 20 последних платежей клиентов на сумму больше 8 долларов с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей клиентов на сумму более 8 долларов с указанием идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей клиентов на сумму более 8 долларов с указанием идентификатора платежа, клиента, сотрудника, суммы и даты платежа, упорядоченных по дате платежа от новых к старым."
sakila,"Сформировать отчет для мониторинга подозрительной активности за июнь 2005 года: по каждому клиенту и сотруднику, принявшему платежи, показать количество платежей, общую сумму, средний платеж и отдельный признак риска, если у клиента было не менее 5 платежей за период или сумма платежей превысила 30.00.",medium,3aea5482-5e8a-42be-9898-216a936a48ab,"Скрипт для формирования отчета по платежам за июнь 2005 года по каждому клиенту и сотруднику с расчетом количества, общей суммы, среднего платежа и признака риска при 5 и более платежах либо сумме свыше 30.00.","Скрипт для формирования отчета по подозрительной платежной активности за июнь 2005 года с группировкой по клиенту и сотруднику, включающего количество платежей, общую сумму, средний платеж и признак риска для случаев, когда у клиента было не менее 5 платежей за период либо сумма платежей превысила 30.00.","Скрипт для формирования отчета по подозрительной активности платежей за июнь 2005 года: для каждого клиента и сотрудника, принявшего платежи, рассчитываются количество платежей, общая сумма и средний платеж, а также формируется признак риска при наличии не менее 5 платежей за период или при превышении общей суммы 30.00; данные отбираются только за указанный месяц и группируются по клиенту и сотруднику."
sakila,"Для каждого активного клиента за июль 2005 года рассчитать количество платежей, общую и среднюю сумму операций, а также присвоить признак подозрительной активности, если платежей больше 10 или их суммарная сумма превышает 50.",medium,776919bd-829d-4585-98ca-6342b60fbf46,"Скрипт для расчета по каждому активному клиенту за июль 2005 года количества платежей, общей и средней суммы операций, а также признака подозрительной активности при числе платежей больше 10 или сумме свыше 50.","Скрипт для расчета по каждому активному клиенту за июль 2005 года количества платежей, общей и средней суммы операций с последующим выделением клиентов с подозрительной активностью при числе платежей более 10 или суммарной сумме свыше 50.","Скрипт для расчета по каждому активному клиенту за июль 2005 года количества платежей, общей и средней суммы операций, а также для присвоения признака подозрительной активности при числе платежей больше 10 или сумме платежей выше 50, с формированием результата по клиентам на основе агрегации платежей за указанный период."
sakila,"Для каждого активного клиента за июнь 2005 года рассчитать количество платежей, общую сумму, средний и максимальный платёж, а также отметить как потенциально подозрительных тех клиентов, у которых более 10 операций или суммарная сумма платежей превышает 50.00, с выводом имени клиента и сотрудника, принявшего операции.",medium,fedff83e-4a10-4627-9909-0a97b232f7ae,"Алгоритм для расчета по активным клиентам за июнь 2005 года количества платежей, общей суммы, среднего и максимального платежа с пометкой потенциально подозрительных клиентов при превышении 10 операций или суммы 50.00 и выводом имени клиента и сотрудника, принявшего операции.","Скрипт для анализа активности клиентов за июнь 2005 года: расчет количества платежей, общей суммы, среднего и максимального платежа по каждому активному клиенту, а также выявление потенциально подозрительных клиентов с более чем 10 операциями или суммарными платежами свыше 50.00 с выводом имени клиента и сотрудника, принявшего операции.","Скрипт для формирования сводки по каждому активному клиенту за июнь 2005 года: отбираются только клиенты со статусом активности, по их платежам за указанный месяц рассчитываются количество операций, общая сумма, средний и максимальный платёж, а также определяется признак потенциальной подозрительности для клиентов с более чем 10 платежами или суммой платежей свыше 50.00; в результате возвращаются имя клиента и сотрудник, принявший операции."
sakila,"Сформировать отчет по клиентам за июль 2005 года: для каждого клиента показать имя, фамилию, количество платежей, общую сумму платежей, средний размер платежа и признак подозрительной активности, если за период было более 10 платежей или сумма платежей превысила 50.00.",medium,605ee2cc-3143-4d32-ba7c-f4ad88b950fd,"Скрипт для формирования отчета по клиентам за июль 2005 года с именем, фамилией, количеством платежей, общей и средней суммой платежей, а также признаком подозрительной активности при более чем 10 платежах или сумме свыше 50.00.","Скрипт для формирования отчета по клиентам за июль 2005 года с расчетом по каждому клиенту имени, фамилии, количества платежей, общей суммы и среднего размера платежа, а также с определением признака подозрительной активности при превышении 10 платежей или суммы платежей свыше 50.00.","Скрипт для формирования отчета по клиентам за июль 2005 года с группировкой по имени и фамилии клиента, расчетом количества платежей, общей суммы платежей и среднего размера платежа по каждому клиенту, а также определением признака подозрительной активности при превышении 10 платежей или суммы платежей более 50.00 в заданном периоде."
sakila,"Показать клиентов, у которых за июнь 2005 года было более 10 платежей: вывести имя и фамилию клиента, количество платежей, общую сумму, средний размер платежа и количество платежей на сумму выше 8.00, сгруппировав данные по клиенту.",medium,d3c751b4-c452-4af3-8020-f442c8a31ae3,"Скрипт для формирования списка клиентов с более чем 10 платежами за июнь 2005 года, с выводом имени, фамилии, количества платежей, общей суммы, среднего размера платежа и числа платежей свыше 8.00 по каждому клиенту.","Скрипт для формирования списка клиентов, у которых в июне 2005 года было более 10 платежей, с расчетом по каждому клиенту имени и фамилии, количества операций, общей суммы, среднего размера платежа и числа платежей на сумму выше 8.00, с группировкой по клиенту.","Скрипт для формирования списка клиентов, у которых в июне 2005 года было более 10 платежей: по каждому клиенту требуется вычислить имя и фамилию, количество платежей, общую сумму платежей, средний размер платежа и число платежей с суммой выше 8.00, сгруппировав данные по клиенту."
sakila,"За июль 2005 года по каждому клиенту и сотруднику, принявшему платежи, вывести количество платежей, общую сумму, средний платеж и признак подозрительной активности, если сумма платежей превышает 100 или было выполнено больше 15 платежей.",medium,ad40a2da-f48c-4d48-ad2d-c6f833a55201,"Скрипт для расчёта по каждому клиенту и сотруднику за июль 2005 года количества платежей, общей суммы, среднего платежа и признака подозрительной активности при сумме свыше 100 или числе платежей больше 15.","Скрипт для анализа платежной активности клиентов и сотрудников за июль 2005 года с расчетом по каждой паре клиент–сотрудник количества платежей, общей суммы, среднего чека и признака подозрительной активности при превышении суммы платежей 100 или числа операций более 15.","Скрипт для формирования помесячной статистики платежей за июль 2005 года по каждому клиенту и сотруднику, принявшему платеж: требуется отфильтровать платежи по дате, сгруппировать их по клиенту и сотруднику, вычислить количество операций, общую сумму и средний размер платежа, а также определить признак подозрительной активности, если сумма платежей превышает 100 или число платежей больше 15."
sakila,"За июль 2005 года по каждому активному клиенту рассчитать количество платежных транзакций, общую и среднюю сумму платежей, число операций на сумму выше 8.00, связав платежи с клиентами и сотрудниками, и вывести только клиентов с общей суммой платежей более 50.00 или минимум тремя крупными операциями, добавив признак подозрительной активности.",medium,d3598384-5b3b-4064-874c-ea4efedd8967,"Скрипт для расчета по каждому активному клиенту за июль 2005 года количества платежей, общей и средней суммы, числа операций свыше 8.00 и отбора клиентов с суммой платежей более 50.00 или не менее тремя крупными операциями с признаком подозрительной активности.","Скрипт для мониторинга платежной активности активных клиентов за июль 2005 года, с расчетом по каждому клиенту количества транзакций, общей и средней суммы платежей, числа операций на сумму выше 8.00, а также с формированием признака подозрительной активности на основе превышения общей суммы 50.00 или наличия не менее трех крупных операций при объединении данных о платежах, клиентах и сотрудниках.","Скрипт для формирования списка активных клиентов с агрегированными показателями платежей за июль 2005 года: по каждому клиенту вычисляются количество платежных транзакций, общая и средняя сумма платежей, а также число операций с суммой выше 8.00, при этом платежи связываются с данными клиентов и сотрудников; в результат включаются только клиенты, у которых общая сумма платежей превышает 50.00 либо выполнено не менее трёх крупных операций, и для каждого клиента добавляется признак подозрительной активности."
sakila,"Найти клиентов, которые за июль 2005 года совершили более 10 платежей или оплатили суммарно больше 50, вывести их имя, фамилию, email, количество платежей, общую сумму, средний платёж и признак подозрительной активности по каждому клиенту.",medium,c2c1106d-1c0c-4b61-8e70-6c1a18b4ec61,"Скрипт для формирования списка клиентов с подсчётом количества и суммы платежей за июль 2005 года, вычислением среднего платежа и признаком подозрительной активности при превышении порогов по числу операций или общей сумме.","Скрипт для формирования списка клиентов, у которых за июль 2005 года число платежей превысило 10 или суммарная сумма оплат оказалась больше 50, с выводом имени, фамилии, email, количества платежей, общей суммы, среднего платежа и признака подозрительной активности по каждому клиенту.","Скрипт для формирования списка клиентов, у которых за июль 2005 года число платежей превышает 10 или суммарная сумма оплат больше 50; для каждого клиента вычисляются имя, фамилия, email, количество платежей, общая сумма, средний размер платежа и признак подозрительной активности на основе указанных порогов, с группировкой по клиенту и отбором только записей за заданный период."
sakila,"За июнь 2005 года по каждому клиенту вывести имя, фамилию, количество платежей, общую сумму платежей, средний размер платежа и число платежей на сумму 8.00 и выше, оставив только клиентов с общей суммой платежей более 50.00 или не менее чем тремя крупными платежами для выявления потенциально подозрительной активности.",medium,7f1e658a-a17b-4e0c-b8a0-703a56005c3e,"Скрипт для формирования списка клиентов за июнь 2005 года с подсчётом количества, суммы и среднего размера платежей, а также числа платежей от 8.00 и выше, с отбором клиентов по общей сумме более 50.00 или наличию не менее трёх крупных платежей для выявления подозрительной активности","Скрипт для формирования списка клиентов за июнь 2005 года с расчетом по каждому имени, фамилии, количеству платежей, общей и средней сумме платежей, а также числу платежей на сумму 8.00 и выше, с последующим отбором клиентов с общей суммой платежей более 50.00 или не менее чем тремя крупными платежами для выявления потенциально подозрительной активности.","Скрипт для формирования списка клиентов с анализом платежной активности за июнь 2005 года: по каждому клиенту определить имя и фамилию, количество платежей, общую сумму платежей, средний размер платежа и число платежей на сумму 8.00 и выше, затем оставить только тех клиентов, у которых общая сумма платежей превышает 50.00 либо количество крупных платежей составляет не менее трёх, чтобы выявить потенциально подозрительную активность."
sakila,"Найти клиентов, у которых за июнь 2005 года было более 10 платежей, рассчитать общую сумму платежей, средний чек и количество крупных операций свыше 8.00, сгруппировав данные по клиенту и сотруднику, проводившему платежи.",medium,d0f08def-66e3-4add-8c96-450bf991dc3e,"Скрипт для формирования списка клиентов с более чем 10 платежами за июнь 2005 года, с расчетом общей суммы, среднего чека и количества платежей свыше 8.00 по клиенту и сотруднику.","Скрипт для анализа платежной активности клиентов за июнь 2005 года с выявлением тех, у кого количество операций превысило 10, и расчётом по каждому клиенту и сотруднику общей суммы платежей, среднего чека и числа крупных платежей свыше 8.00.","Скрипт для формирования списка клиентов, у которых в июне 2005 года количество платежей превышает 10, с расчетом по каждому клиенту и сотруднику общей суммы платежей, среднего чека и числа операций с суммой свыше 8.00, с группировкой по клиенту и сотруднику, проводившему платежи."
sakila,"Выявить клиентов, у которых за июнь 2005 года было более 10 платежных операций, посчитать по каждому клиенту общее число транзакций, сумму платежей, средний чек и количество операций на сумму не менее 5.00, объединив платежи с данными клиентов и сотрудников, проводивших операции.",medium,db3fec35-756c-4d13-ae25-757b588028ce,"Скрипт для формирования списка клиентов с более чем 10 платежами за июнь 2005 года и расчёта по каждому общего числа транзакций, суммы платежей, среднего чека и количества операций на сумму не менее 5.00 с объединением данных о клиентах и сотрудниках.","Скрипт для формирования списка клиентов с более чем 10 платежными операциями за июнь 2005 года и расчета по каждому клиенту общего числа транзакций, суммы платежей, среднего чека и количества операций на сумму не менее 5.00 с объединением данных о клиентах и сотрудниках, проводивших платежи.","Скрипт для формирования списка клиентов с более чем 10 платежными операциями за июнь 2005 года, с расчетом по каждому клиенту общего числа транзакций, суммы платежей, среднего чека и количества операций на сумму не менее 5.00, на основе объединения платежей с данными клиентов и сотрудников, выполнявших операции, с группировкой по клиенту и итоговой фильтрацией по количеству платежей."
sakila,"Вывести за период с 1 июня по 31 августа 2005 года клиентов, у которых было не менее 10 платежей, указав имя и фамилию клиента, количество платежей, общую сумму, средний размер платежа и признак подозрительной активности, если общая сумма превышает 100 или средний платеж больше 7.00.",medium,11b5e5d5-552b-4127-88f1-ba0b1e7585cf,"Скрипт для формирования списка клиентов за период с 1 июня по 31 августа 2005 года с подсчётом количества платежей, общей и средней суммы, а также признаком подозрительной активности при превышении порогов по сумме или среднему платежу.","Скрипт для формирования списка клиентов за период с 1 июня по 31 августа 2005 года, у которых было не менее 10 платежей, с расчетом имени и фамилии клиента, количества платежей, общей суммы, среднего размера платежа и признака подозрительной активности при превышении общей суммы 100 или среднего платежа 7.00.","Скрипт для формирования списка клиентов, совершивших в период с 1 июня по 31 августа 2005 года не менее 10 платежей, с выводом имени и фамилии клиента, количества платежей, общей суммы и среднего размера платежа, а также с вычислением признака подозрительной активности, если суммарные платежи превышают 100 или средний платеж больше 7.00."
sakila,"Найти клиентов, у которых за июль 2005 года было более 5 платежей, рассчитать общую сумму и средний размер платежа по каждому клиенту, а также пометить как подозрительных тех, у кого хотя бы один платеж превышал 8 долларов.",medium,b525e602-bf1c-4e4c-8265-4744cdce04d1,"Скрипт для формирования списка клиентов с более чем 5 платежами за июль 2005 года, расчёта общей и средней суммы платежей по каждому клиенту и отметки клиентов с хотя бы одним платежом свыше 8 долларов как подозрительных","Скрипт для формирования списка клиентов с повышенной платежной активностью за июль 2005 года, с расчетом общего и среднего размера платежей по каждому клиенту и выделением подозрительных случаев, если хотя бы один из платежей превышал 8 долларов.","Скрипт для формирования списка клиентов, у которых за июль 2005 года было более 5 платежей, с расчетом по каждому клиенту общей суммы и среднего размера платежа, а также с признаком подозрительности для клиентов, у которых хотя бы один платеж превышал 8 долларов; результат следует сгруппировать по клиенту и упорядочить по числу платежей и итоговым суммам."
sakila,"Найти за июль 2005 года клиентов, у которых общая сумма платежей превысила 50, посчитать количество операций, средний и максимальный платёж, а также отдельно количество подозрительно крупных платежей больше 8, сгруппировав результаты по клиенту и магазину обслуживания.",medium,0aa0168a-a6bd-4adb-82f6-57062b28aa52,"Скрипт для расчёта по клиентам и магазинам за июль 2005 года суммарных платежей, количества операций, среднего и максимального платежа, а также числа платежей больше 8 при отборе только клиентов с общей суммой свыше 50.","Скрипт для выявления клиентов и обслуживающих магазинов в июле 2005 года, у которых совокупная сумма платежей превысила 50, с расчётом количества операций, среднего и максимального платежа, а также отдельного количества подозрительно крупных платежей свыше 8 в разрезе клиента и магазина обслуживания.","Скрипт для формирования по клиентам и магазинам обслуживания сводки платежей за июль 2005 года: отбор операций по дате платежа, расчет общей суммы, количества операций, среднего и максимального платежа, а также количества платежей с суммой больше 8, с последующим выделением только тех групп, где общая сумма превысила 50."
sakila,"Выявить клиентов, у которых за июнь 2005 года было более 10 платежей или общая сумма платежей превысила 50, с указанием имени и фамилии клиента, количества платежей, общей суммы, средней суммы платежа и признака риска по превышению порога.",medium,5381bbdd-763b-4f3e-a170-f4f1709f52d7,"Скрипт для формирования списка клиентов с более чем 10 платежами или общей суммой платежей свыше 50 за июнь 2005 года с расчетом количества, общей и средней суммы платежей и признаком риска по превышению порога.","Скрипт для формирования списка клиентов с повышенной платежной активностью за июнь 2005 года, с расчетом количества платежей, общей и средней суммы платежей, а также признака риска при превышении порогов по числу операций или сумме транзакций.","Скрипт для формирования списка клиентов, у которых в июне 2005 года количество платежей превысило 10 или суммарная сумма платежей была больше 50, с расчетом имени и фамилии клиента, числа платежей, общей суммы, средней суммы платежа и признака превышения порогового значения риска."
