database_name,query,difficulty,uuid
sakila,"Показать идентификатор платежа, клиента, сотрудника, сумму и дату платежа для всех платежей на сумму больше 9.00, отсортированных по дате платежа по убыванию, ограничив результат 20 записями.",easy,0a8f6dd8-39f4-44fe-a449-7cd3546530cc
sakila,"Показать 10 самых крупных платежей клиентов за июнь 2005 года с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по сумме по убыванию.",easy,add1f6d1-a6a3-49ce-ba42-4784a1123ebd
sakila,"Показать 20 самых крупных платежей клиентов за июнь 2005 года с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав их по сумме по убыванию.",easy,860f2a0b-68d8-4602-a89b-15d085c2c12b
sakila,"Показать последние 20 платежей с суммой больше 9.00, включая идентификатор платежа, клиента, сотрудника, сумму и дату платежа, отсортировав их от самых новых к старым.",easy,9477ef72-9342-4ead-85a9-077ffe8d96e8
sakila,"Показать 20 последних платежей на сумму больше 9.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав их по дате платежа от новых к старым.",easy,3458d6c5-410a-425b-9a37-8ee7e99626ec
sakila,"Показать 10 последних платежей клиентов на сумму больше 9.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав их по дате платежа от новых к старым.",easy,4a627a1c-3a60-4d99-bc76-88b4717ec3e5
sakila,"Показать последние 20 платежей клиентов с суммой больше 9.00, отсортированные по дате платежа от новых к старым.",easy,210279ab-780e-4d75-98e5-54eee16f2073
sakila,"Показать последние 20 платежей с суммой выше 9.00, указав идентификатор платежа, клиента, сотрудника, сумму и дату платежа, отсортировав их по дате платежа от новых к старым.",easy,18bcec9e-269f-4430-b47d-c692f7858ae3
sakila,"Показать 20 самых крупных платежей за июнь 2005 года с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав по сумме убыванию.",easy,c75df632-75e8-4937-943b-0d039d96395a
sakila,"Показать 10 последних платежей с суммой больше 8.00, указав идентификатор платежа, клиента, сотрудника, сумму и дату платежа.",easy,34dfc2f5-6501-4a3a-8ec9-4f0b189031d0
sakila,"Сформировать список клиентов, у которых за июнь 2005 года было не менее 5 платежей и суммарная сумма операций превысила 30, с выводом имени и фамилии клиента, количества платежей, общей суммы, средней суммы платежа и количества операций выше 5 как признака потенциально подозрительной активности.",medium,6130e0c2-a4ea-4efa-9e93-a38a5aebfd97
sakila,"Сформировать список клиентов, у которых за июль 2005 года было не менее 5 платежей: вывести имя и фамилию клиента, количество платежей, общую сумму, средний размер платежа и количество крупных операций на сумму от 8.00, отсортировав результат по общей сумме платежей по убыванию.",medium,717eeaa6-5571-4ef4-9441-aced5366f73b
sakila,"За июль 2005 года найти клиентов, у которых было не менее 5 платежных транзакций, сгруппировать их по клиенту и сотруднику, рассчитав количество платежей, общую сумму, средний чек и признак повышенного внимания, если общая сумма превышает 50 или средний платеж больше 8.",medium,811cc219-5a88-438e-89be-e46f8bb6b258
sakila,"Для каждого клиента за июль 2005 года показать количество платежей, общую сумму платежей, средний размер платежа и сумму операций, проведённых сотрудником из другого магазина, чем магазин клиента; оставить только клиентов с общей суммой платежей выше 50 и отсортировать по убыванию этой суммы.",medium,4ac6187d-d713-4981-8240-f28015b9cd45
sakila,"Найти клиентов, у которых за июнь 2005 года было не менее 5 платежных операций, рассчитав по каждому клиенту количество платежей, общую сумму, средний чек и долю операций на сумму выше 5.00, с разбивкой по обслуживающему сотруднику для выявления подозрительно активных клиентов.",medium,de6977c8-6590-4563-bc72-f2c5ed9fb3b3
sakila,"Найти клиентов, у которых в июле 2005 года было более 10 платежей или суммарная сумма платежей превысила 50, вывести идентификатор клиента, имя и фамилию, количество платежей, общую сумму, средний чек и признак риска, рассчитанный как высокий при сумме выше 50, с группировкой по клиенту.",medium,8bb5591a-7cbe-4e8e-9e8e-3b3303cdcf1f
sakila,"Выявить клиентов, у которых за июль 2005 года общая сумма платежей превысила 50, сгруппировав платежи по клиенту, посчитав количество операций, суммарную сумму и средний размер платежа, а также присвоив уровень риска «высокий» при среднем платеже выше 5 и «обычный» в остальных случаях.",medium,02995c27-32cb-4ab2-88b5-d0153dc9a792
sakila,"За июль 2005 года выявить клиентов, у которых было более 10 платежей, рассчитать общую сумму, средний платёж и долю операций на сумму до 1.00, присоединив данные клиента и сотрудника, проводившего платежи, и вывести только случаи, где доля мелких платежей превышает 50% или общая сумма платежей больше 100.00.",medium,7b67c1a7-0812-478e-8b34-e90e351da790
sakila,"За июнь–август 2005 года определить клиентов, у которых было не менее 10 платежных операций: вывести идентификатор и ФИО клиента, количество платежей, общую сумму, средний размер платежа и признак риска, если общая сумма платежей превышает 100 или средний платеж больше 7.00.",medium,4c7a5af3-637f-4716-81fc-a90c31cc38c6
sakila,"Найдите клиентов, у которых в июне 2005 года было не менее 5 платежей, посчитайте по каждому клиенту количество платежей, общую сумму, средний платеж и число операций на сумму выше 8.00, учитывая только активных клиентов и выводя только тех, у кого доля крупных операций превышает 30%.",medium,07412620-0707-4f40-b0ae-931aa2ab237e
sakila,"Сформировать отчет по клиентам за июль 2005 года: для каждого активного клиента вывести ФИО, количество платежей, общую сумму, средний и максимальный размер платежа, а также признак повышенного риска, если общая сумма платежей превышает 100 или было более 10 транзакций за период, используя данные платежей, клиентов и сотрудников, принимавших платежи.",medium,a1bc79ce-940f-48fd-84e4-83218e6247e6
sakila,"Сформировать отчёт для мониторинга подозрительной активности: по каждому клиенту и обслуживающему сотруднику за период с 1 июня по 31 августа 2005 года посчитать количество платежей, общую сумму, средний размер платежа и число платежей на сумму выше 8.00, оставив только пары клиент–сотрудник, где было не менее 10 платежей или общая сумма превысила 100.00.",medium,05016dbf-f992-45ed-93a4-c220e4bf00f6
sakila,"Найти клиентов, у которых за июль 2005 года было более 10 платежных транзакций или суммарная сумма платежей превысила 80, сгруппировать результаты по клиенту, вывести имя и фамилию клиента, количество транзакций, общую сумму, средний чек и признак риска «подозрительная активность» для таких клиентов.",medium,14ea802a-8694-4f9f-bc3b-e0de2ecb031e
sakila,"Выявить клиентов, у которых за июнь 2005 года общая сумма платежей превысила 50, посчитать количество платежей, средний и максимальный размер платежа, а также долю крупных операций свыше 8.00 в общей сумме, сгруппировав результаты по клиенту и магазину обслуживания.",medium,a47e29e3-2d22-49dd-b385-0dad86f4611b
sakila,"Для мониторинга подозрительной активности за июль 2005 года по каждому активному клиенту вывести идентификатор, ФИО, количество платежей, общую сумму платежей, средний размер платежа и количество крупных операций свыше 8.00, оставив только клиентов с суммой платежей более 50.00 или минимум тремя крупными операциями.",medium,4f51a323-4056-443f-9b13-19d98f1dfd7f
sakila,"Показать по каждому активному клиенту за июль 2005 года количество платежей, общую сумму, средний размер платежа и максимальный платеж, соединив платежи с клиентами и сотрудниками, и оставить только клиентов, у которых было не менее 5 платежей или общая сумма платежей превысила 30, чтобы выявить клиентов с повышенной транзакционной активностью.",medium,3407c7ce-37f3-43fe-b816-a2b30961fea6
sakila,"Найти клиентов, у которых в июле 2005 года было не менее трёх платежей за один день или суммарная дневная сумма платежей превысила 20, вывести имя и фамилию клиента, дату платежей, количество платежей, общую сумму, максимальный платёж за день и признак подозрительной активности.",medium,e51692f5-c39b-46a3-9661-e8b473c31bb9
sakila,"Показать клиентов, у которых за июль 2005 года было не менее 5 платежей, сгруппировав операции по клиенту и сотруднику, рассчитав общее число платежей, общую сумму, средний размер платежа и признак повышенного внимания, если суммарная сумма платежей превышает 30.",medium,c3acf841-a2dd-4989-a806-4f1b1aa68686
sakila,"Для каждого клиента посчитать за июль 2005 года количество платежей, общую сумму операций и число подозрительно крупных платежей свыше 8.00, учитывая только активных клиентов, и вывести тех, у кого суммарный объём платежей превысил 30.00.",medium,5a5d10ab-1cc1-43f6-a460-619bf82a0cdc
sakila,"Выявить клиентов, у которых за июль 2005 года было не менее 5 платежей на общую сумму свыше 30, с выводом идентификатора клиента, имени и фамилии, количества платежей, общей суммы, средней суммы платежа и признака повышенного риска, если средний платеж превышает 7.00.",medium,d2a8ea02-8047-4b4f-ac56-980cbcd2b5b2
sakila,"Найти клиентов, у которых за июль 2005 года было не менее 5 платежей, рассчитать по каждому клиенту количество платежей, общую и среднюю сумму, а также число платежей на сумму выше 5.00, чтобы выделить клиентов с повышенной транзакционной активностью для мониторинга.",medium,00130eee-286f-4b45-9c94-54402b4ce350
sakila,"Выявить за июль 2005 года клиентов, у которых суммарная сумма платежей превышает 50, посчитать количество платежей, средний и максимальный платёж, сгруппировать по клиенту и магазину, а также пометить клиентов с более чем 10 платежами как требующих дополнительной проверки.",medium,ef47b801-671a-4951-afb2-7d93e9b12b61
sakila,"Вывести клиентов, у которых за июль 2005 года общая сумма платежей превысила 100, указав имя и фамилию клиента, количество платежей, среднюю сумму платежа, максимальный платеж и долю платежей выше 8.00 от общего числа операций.",medium,4b659cf9-490f-473b-9d23-48238df2fee5
sakila,"Найти активных клиентов, у которых за июль 2005 года было более 10 платежей или общая сумма платежей превысила 50, рассчитав по каждому клиенту количество операций, общую сумму, средний размер платежа и число платежей на сумму выше 8 для мониторинга подозрительно высокой транзакционной активности.",medium,dca9c42b-c628-4adc-890a-67ba36f33429
sakila,"Найти клиентов, у которых за июнь 2005 года было не менее 5 платежных транзакций, посчитать количество платежей, общую сумму, средний чек и долю операций на сумму выше 5.00, чтобы выявить клиентов с повышенной транзакционной активностью.",medium,603d4ca5-92b7-4e42-aed6-c1e0eae6b534
sakila,"Найти активных клиентов, у которых за июль 2005 года было не менее 10 платежных операций: для каждого клиента вывести имя, фамилию, количество платежей, общую сумму, средний размер платежа и признак повышенного риска, если сумма платежей превысила 100.",medium,538b741e-6528-462a-9627-e50619160a04
sakila,"Найти клиентов, у которых за июнь 2005 года было более 5 платежей и суммарная сумма операций превысила 30, с выводом количества платежей, общей суммы, средней суммы платежа и доли операций, проведённых сотрудником другого магазина, чем магазин клиента.",medium,1c38904b-8d40-4b88-9f2d-f0c8500501d9
sakila,"Найти клиентов, у которых за июнь 2005 года было не менее 3 платежей, рассчитать общую сумму и средний размер платежа по каждому клиенту, а также пометить клиента как подозрительного, если общая сумма платежей превышает 50 или средний платеж выше 7.00.",medium,f63d90c6-31ae-4390-b1dc-3196556326b4
sakila,"За июль 2005 года по каждому активному клиенту рассчитать количество платежей, общую сумму платежей, средний размер платежа и число крупных операций свыше 8.00, учитывая только платежи с привязанной арендой; вывести клиентов, у которых суммарная сумма платежей превышает 50.00 или было не менее трёх крупных операций.",medium,29503d07-da5c-4af6-8d58-f0a16875c547
sakila,"Для банковского мониторинга выявить клиентов, у которых за июль 2005 года было более 10 платежных транзакций или общая сумма платежей превысила 50, вывести имя и фамилию клиента, количество платежей, общую и среднюю сумму платежа, а также признак риска: «высокий», если сумма больше 100, иначе «средний».",medium,4fae3dfa-5503-484b-b5cb-9cdadb877730
sakila,"Найти клиентов, у которых за июль 2005 года было не менее 10 платежей и суммарная сумма платежей превысила 50, с выводом идентификатора клиента, имени и фамилии, количества платежей, общей суммы, среднего платежа и признака риска: «высокий», если средний платеж больше 5, иначе «средний».",medium,7ba6e0d4-5bca-4f62-bb0b-fbcfa3566b1b
sakila,"Показать по каждому клиенту за июнь 2005 года количество платежей, общую сумму операций и максимальный разовый платёж, учитывая только активных клиентов, у которых суммарная сумма платежей превышает 50, с указанием признака риска «высокий», если максимальный платёж больше 9.99, иначе «обычный».",medium,ccf5c8e3-4ef4-4ca0-9c42-68ef4ce80257
sakila,"Выявить клиентов, у которых за июнь 2005 года сумма платежей превысила 50, посчитать количество платежей, общую сумму, средний чек и долю операций, проведённых каждым сотрудником, сгруппировав результат по клиенту и сотруднику.",medium,3528705d-4911-4960-94ac-c57836ff86bd
sakila,"Выявить клиентов, у которых за июль 2005 года было не менее 5 платежей: по каждому клиенту показать имя, фамилию, количество платежей, общую сумму, средний размер платежа и признак подозрительной активности, если общая сумма превышает 50 или средний платеж больше 8.",medium,cfe28b3e-71a6-4d99-88ff-02d604ae54f2
sakila,"Показать по каждому клиенту за июнь 2005 года количество платежей, общую сумму платежей и средний размер платежа, учитывая только операции на сумму выше 5.00, с разбивкой по сотруднику, который принял платёж, чтобы выявить клиентов с повышенной транзакционной активностью.",medium,dcc95f64-4aa0-4eb7-a496-16f10244e565
sakila,"Выявить клиентов, у которых за июль 2005 года было не менее 5 платежей: вывести имя и фамилию клиента, количество платежей, общую сумму, средний платёж и признак повышенного внимания, если общая сумма платежей превышает 50.",medium,015bd43f-e43d-4c8d-825f-5b9c9fe9ae77
sakila,"За июль 2005 года найти клиентов, у которых было не менее 5 платежей, рассчитать по каждому клиенту количество транзакций, общую сумму платежей, средний размер платежа и долю операций на сумму выше 5.00, используя данные платежей и клиентов, чтобы выделить клиентов с повышенной транзакционной активностью.",medium,06e4781c-1539-44dc-8811-63c372360608
sakila,"Выявить клиентов, у которых за июль 2005 года было не менее 5 платежей: для каждого такого клиента показать имя, фамилию, количество платежей, общую сумму, средний размер платежа и признак риска, равный «высокий», если общая сумма превышает 50, иначе «обычный».",medium,ef913e98-7f33-4a1b-bb83-d018e9ad135e
sakila,"Выявить клиентов, у которых за июль 2005 года было не менее 5 платежей, посчитать общую сумму и средний размер платежа по каждому клиенту, а также отметить признаком повышенного риска тех, у кого общая сумма платежей превышает 100 или средний платеж выше 8.00.",medium,8cd24075-338b-48d7-aad5-b2f219063aa3
sakila,"За период с 1 по 30 июня 2005 года для каждого активного клиента рассчитать количество платежей, общую сумму платежей, среднюю сумму операции и число подозрительно крупных операций на сумму выше 5.00, объединив данные платежей с клиентами и оставив только клиентов с более чем 10 операциями или общей суммой платежей выше 50.00.",medium,7bb74f81-c711-4132-ada5-903d3093186c
sakila,"Выявить клиентов с подозрительным всплеском платежной активности: для каждого клиента рассчитать по датам платежей скользящую сумму и количество платежей за 7 дней, сравнить их со средними значениями клиента за предыдущие 30 дней, оставить случаи, где сумма за окно как минимум втрое выше исторического среднего и выполнено не менее 5 платежей, дополнительно показать страну и город клиента, сотрудников и магазины, через которые проходили платежи, количество разных арендованных фильмов в этом окне и ранг клиента по сумме подозрительных платежей среди всех клиентов.",hard,dec326d9-466b-4214-918e-07a1c3e59995
sakila,"Выявить клиентов для банковского мониторинга транзакций, у которых в любом календарном месяце сумма платежей за аренды превысила их среднюю месячную сумму за предыдущие месяцы минимум в 3 раза и одновременно оказалась выше 95-го процентиля по клиентам того же магазина и страны проживания; для таких случаев вывести клиента, страну и город, магазин, месяц, сумму и количество платежей, число разных сотрудников, принимавших платежи, долю платежей с возвратом фильма позже плановой длительности аренды, а также ранг клиента по сумме платежей внутри магазина за этот месяц.",hard,99a15afe-fede-4bb2-9081-387686200fda
sakila,"Сформировать список клиентов, чьи платежи за последние 30 дней выглядят подозрительно: суммарная сумма и количество платежей превышают их собственное среднемесячное значение за предыдущие месяцы минимум в 3 раза, при этом за один и тот же день было не менее 3 платежей через разных сотрудников или магазины, а общий дневной объем клиента выше 95-го перцентиля дневных объемов клиентов из той же страны; для каждого такого клиента показать ФИО, email, страну и город, дату подозрительной активности, сумму и число платежей за день, число сотрудников и магазинов, отклонение от личного среднего и ранг клиента по сумме подозрительных платежей внутри страны.",hard,df63985e-ced2-4faa-af37-f47f9347ff8b
sakila,"Выявить клиентов для банковского мониторинга, у которых в 2005 году были подозрительные платежные активности: рассчитать по каждому клиенту помесячную сумму и количество платежей, сравнить их с его средним месячным уровнем и со средними показателями клиентов из той же страны, отметить месяцы, где сумма платежей превышает личное среднее более чем в 2 раза и одновременно входит в верхние 10% по стране, а в итог вывести клиента, страну, город, месяц, сумму платежей, количество платежей, отклонение от личного среднего, ранг клиента внутри страны и данные сотрудника, через которого прошла наибольшая сумма платежей в этот месяц.",hard,a6c57b8d-91a1-4402-b697-00121b36cc6f
sakila,"Выявить клиентов, у которых в течение любого 7-дневного окна сумма платежей за аренду превышала их собственную среднемесячную сумму платежей более чем в 3 раза, при этом не менее 60% таких платежей были проведены одним и тем же сотрудником, и вывести клиента, страну и город его адреса, период окна, сумму платежей в окне, количество операций, долю операций основного сотрудника и ранг клиента по сумме превышения среди всех подозрительных клиентов.",hard,2e8edd46-9e31-4b6a-b392-b0fe9e132909
sakila,"Сформировать отчёт для антифрод-мониторинга платежей: найти клиентов, у которых в течение любого календарного месяца сумма платежей превышала их собственную среднюю месячную сумму за остальные месяцы минимум в 3 раза и одновременно была выше среднего месячного оборота клиентов из той же страны, вывести клиента, страну, месяц, сумму платежей, количество транзакций, долю платежей через каждого сотрудника, самый часто арендуемый жанр в этом месяце и ранг клиента по месячному обороту внутри страны.",hard,2b0d4dfa-f91e-46ce-ac8a-a830d81a9205
sakila,"Сформируй отчёт для мониторинга подозрительных платежей: найди клиентов, у которых в течение одного календарного дня сумма платежей превысила их собственную среднедневную сумму за предыдущие 30 дней минимум в 3 раза и одновременно было не менее 3 платежей, проведённых разными сотрудниками или через разные магазины; для каждого такого случая выведи клиента, его страну и город, дату, количество платежей, общую сумму, среднюю сумму за предыдущие 30 дней, коэффициент превышения и ранг этого дня по сумме среди всех дней данного клиента.",hard,d27b4b40-2818-4db4-8abb-6b0f8b4e1a4a
sakila,"Сформировать отчёт для мониторинга подозрительной активности клиентов: по каждому клиенту и календарному месяцу определить сумму и количество платежей, число разных сотрудников и магазинов, через которые проходили операции, сравнить месячную сумму клиента со средним значением за три предыдущих месяца и с медианной месячной суммой клиентов из той же страны, а в результат включить только случаи, где сумма выросла минимум в 3 раза относительно собственной истории, превышает медиану по стране минимум в 2 раза и клиент попадает в верхние 5% по месячному объёму платежей среди клиентов своей страны.",hard,6e04dd06-0dc2-4738-9dc4-7c8dcf7ce99a
sakila,"Выявить клиентов с подозрительной дневной активностью платежей: за 2005 год найти дни, когда клиент сделал не менее трёх платежей, общая сумма за день как минимум вдвое превысила его среднюю дневную сумму платежей за предыдущие 30 дней, платежи принимали сотрудники из разных магазинов, и хотя бы один платёж был проведён через магазин в стране, отличной от страны адреса клиента; вывести клиента, дату, страну клиента, количество и сумму платежей за день, среднюю сумму за предыдущие 30 дней, число задействованных сотрудников и магазинов, страны магазинов, а также ранг подозрительности внутри страны клиента по величине превышения дневной суммы над историческим средним.",hard,b0634f53-99c5-4f96-b645-a701f0a08f07
sakila,"Выявить клиентов с подозрительным всплеском платёжной активности: для каждого клиента и месяца рассчитать количество и сумму платежей, сравнить их с его средними значениями за предыдущие два месяца и со средними показателями клиентов из той же страны, оставить только случаи, где месячная сумма минимум в 3 раза выше личной скользящей средней и одновременно выше 95-го перцентиля по стране, дополнительно показать долю платежей, проведённых через сотрудников не из домашнего магазина клиента, количество разных сотрудников, принимавших платежи, и ранг клиента по сумме платежей внутри страны за этот месяц.",hard,d42366d3-9fd5-4973-9987-8ce8d22404d2
sakila,"Выявить клиентов, у которых в течение любого календарного месяца сумма платежей превышала их собственную среднюю месячную сумму за предыдущие три месяца более чем в 3 раза, при этом платежи проводились минимум через двух разных сотрудников и по арендам фильмов из не менее чем трёх разных категорий; для таких клиентов вывести месяц, страну и город клиента, сумму платежей, количество платежей, максимальный разовый платёж, долю платежей, проведённых не в магазине регистрации клиента, и ранг клиента по сумме платежей внутри его страны за этот месяц.",hard,764aa863-587b-49b3-8d6f-6b0c3fffb0e3
sakila,"Выявить для банковского мониторинга клиентов с аномальной активностью платежей: по каждому клиенту и дню рассчитать сумму и количество платежей, сравнить их со скользящим средним и стандартным отклонением за предыдущие 30 дней, учитывать только клиентов с достаточной историей, отметить дни, где сумма платежей превышает историческую норму более чем на 3 стандартных отклонения или количество операций резко выросло, дополнительно показать долю платежей, проведённых сотрудниками не из домашнего магазина клиента, страну и город клиента, наиболее частого сотрудника, основную категорию арендованных фильмов в этот день и ранжировать подозрительные случаи по уровню риска.",hard,ed6c3600-2f2d-42fe-9ceb-237084133046
sakila,"Выявить клиентов, у которых в течение любого календарного дня сумма платежей превышала их собственную среднедневную сумму за предыдущие 30 дней более чем в 3 раза и одновременно была выше среднего дневного оборота клиентов из той же страны, при этом платежи в этот день проводились через разных сотрудников или магазины; для каждого такого случая вывести клиента, страну и город адреса, дату, сумму и количество платежей за день, отклонение от персонального и странового среднего, число задействованных сотрудников и магазинов, а также ранг клиента по сумме подозрительных платежей внутри страны.",hard,096863c7-69b8-4b59-abc0-31638412714c
sakila,"Сформировать отчёт для банковского мониторинга подозрительных клиентских платежей: найти клиентов, у которых за календарный месяц сумма платежей превышает их собственную среднемесячную сумму за предыдущие месяцы минимум в 3 раза и одновременно есть не менее 3 платежей в разные дни, проведённых через разных сотрудников или магазины; для каждого такого клиента вывести месяц, ФИО, страну и город адреса, количество платежей, общую сумму, максимальный платёж, долю максимального платежа в месячной сумме, число разных сотрудников и магазинов, а также ранг клиента внутри его страны по месячной сумме платежей.",hard,ca15089d-78f5-4c9a-8da6-25ca8d9049f3
sakila,"Выявить клиентов для банковского мониторинга подозрительных транзакций: по каждому клиенту рассчитать помесячную сумму и количество платежей, сравнить их с его средними значениями за предыдущие месяцы, найти случаи, когда в одном месяце сумма платежей превышает личную историческую среднюю более чем в 3 раза и одновременно количество платежей выше медианного уровня по клиентам из той же страны; для таких клиентов вывести страну и город, магазин, количество платежей, общую сумму, максимальный разовый платёж, долю платежей по арендам фильмов категорий Action и New, а также ранг клиента внутри страны по сумме подозрительных платежей.",hard,6715ebfb-2651-4355-8551-f92c9040d8a9
